ENFOODNAME,ENFOODNAME_SIMPLE,FACETS,BASETERM_NAME,SCIENTIFIC_NAME,COMMON_NAME
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0YCG#F02.A0EJV,Whitespotted pygmy filefish (as animal),Rudarius ercodes,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live mammals (as part-nature) (This nature refers to live mammals)",part: Live mammals (as part-nature),A056Q#F02.A0EJN,Reindeer (as animal),Rangifer tarandus L.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A09A3#F02.A0EJV,Copper shark (as animal),Carcharhinus brachyurus,Requin cuivre$Tiburón cobrizo
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A104J#F02.A0EJR,Littoraria (generic) (as animal),Littoraria spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Rice based dishes (as part-nature) (Any type of composite food based on rice. Rice may be of any sort and the sauce or taste ingredients may be of any type) | process (This facet allows recording different characteristics of the food: preservation treatments a food item underwent, technological steps or treatments applied while producing a food item, the way a food item has been heat treated before consumption and the way a food item has been prepared for final consumption (particularly needed for consumption surveys and includes preparation (like battering or breading) as well as heat treatment steps). More (none contradicting) descriptors can be applied to each entry.): Cooking and similar thermal preparation processes (Treatment covered in detail by a group of facet descriptors collecting all thermal preparation steps not strictly related to preservation, but related to the way the food is prepared e.g. for consumption.)",part: Rice based dishes (as part-nature) | process: Cooking and similar thermal preparation processes,A041F#F02.A06GV$F04.A001D$F28.A0BA1,Risotto,,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live plants (as part-nature) (The facet descriptor refers to the entire plant including all its parts)",part: Live plants (as part-nature),A13RD#F02.A0BA0,Aspidosperma quebracho-blanco Schltdl. (as plant),Aspidosperma quebracho-blanco Schltdl.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live plants (as part-nature) (The facet descriptor refers to the entire plant including all its parts)",part: Live plants (as part-nature),A13AG#F02.A0BA0,Malpighiaceae - family (as plant),Malpighiaceae (family),
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0RAJ#F02.A0EJV,Oreochromis saka (as animal),Oreochromis saka,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live birds (as part-nature) (This nature refers to live birds)",part: Live birds (as part-nature),A175L#F02.A0EJX,Common Gull (as animal),Larus canus,Mew Gull
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0KQL#F02.A0EJV,Acantopsis (generic) (as animal),Acantopsis spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live birds (as part-nature) (This nature refers to live birds)",part: Live birds (as part-nature),A183R#F02.A0EJX,Eurasian Nuthatch (as animal),Sitta europaea,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0HCG#F02.A0EJV,Esox (generic) (as animal),Esox spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live plants for spices (as part-nature) (This nature refers to live plants for spices)",part: Live plants for spices (as part-nature),A05VK#F02.A0EKE,Ginger (as plant),Zingiber officinale Roscoe,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0LDP#F02.A0EJV,Pylodictis (generic) (as animal),Pylodictis spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live birds (as part-nature) (This nature refers to live birds) | fpurpose (This facet allows recording the purpose of farming, keeping or breeding (e.g. milk production, egg production). More than one descriptor can be applied to each entry, provided they are not contradicting each other.): Meat production purpose (Animals farmed for meat production purposes) | animage (This facet allows recording the classes of the animal used in legislation or in the practice, based on age or development stage. More than one descriptor can be applied to each entry, provided they are not contradicting each other.): Adult bird (Birds having reached the physical maturity)",part: Live birds (as part-nature) | fpurpose: Meat production purpose | animage: Adult bird,A0CCJ#F01.A058G$F02.A0EJX$F29.A0C7G$F31.A0C8P,Pheasant fattening animal (as animal),,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live plants (as part-nature) (The facet descriptor refers to the entire plant including all its parts)",part: Live plants (as part-nature),A15BX#F02.A0BA0,Petunia violacea Lindl. (as plant),Petunia violacea Lindl.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0XAG#F02.A0EJV,Triglopsis (generic) (as animal),Triglopsis spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A10ZD#F02.A0EJR,Odontocymbiola (generic) (as animal),Odontocymbiola spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A11ED#F02.A0EJR,Tiar venus (as animal),Placamen tiara,Vénus tiare
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0QSZ#F02.A0EJV,Cape stumpnose (as animal),Rhabdosargus holubi,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live crustaceans (as part-nature) (This nature refers to live crustaceans)",part: Live crustaceans (as part-nature),A0AJP#F02.A0EJQ,Yellowleg Pandalid (as animal),Pandalus tridens Rathbun,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A11KE#F02.A0EJR,Pacific bean donax (as animal),Donax faba,Flion radieux
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A11CT#F02.A0EJR,Hiant venus (as animal),Katelysia hiantina,Vénus sillonnée
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0QTR#F02.A0EJV,Bronze seabream (as animal),Pachymetopon grande,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live insects and arachnids (as part-nature) (This nature refers to live insects and arachnids)",part: Live insects and arachnids (as part-nature),A16TG#F02.A0EJP,Bumble bees (as animal),Bombus,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0KXQ#F02.A0EJV,Diplomystidae (as animal),Diplomystidae,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0T6P#F02.A0EJV,Cave gudgeon (as animal),Milyeringa veritas,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A056A#F02.A0EJR,Common octopus (as animal),Octopus vulgaris,"Pieuvre$Pulpo común$Octopus, Common"
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A113H#F02.A0EJR,Globose ark (as animal),Scapharca globosa,Arche globuleuse
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0KNB#F02.A0EJV,Sikukia (generic) (as animal),Sikukia spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Herbs/spices sauces (as part-nature) (Sauces obtained from mixtures of comminuted herbs and spices, with eventually other vegetables) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-12.6 Sauces (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))",part: Herbs/spices sauces (as part-nature) | legis: FA-12.6 Sauces,A045E#F02.A0EPP$F33.A0C2G,"Herbs, vegetables and oil sauces",,Salsa verde$Green sauce
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0GMK#F02.A0EJV,Acipenseriformes (as animal),ACIPENSERIFORMES,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Roots and other underground parts used as staple food (as part-nature) (Roots that are usually used as staple food (when the starch content is high, like in potato)) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-04.1 Unprocessed fruit and vegetables (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))",part: Roots and other underground parts used as staple food (as part-nature) | legis: FA-04.1 Unprocessed fruit and vegetables,A0DPJ#F01.A05GL$F02.A0F5F$F27.A0DPJ$F33.A0C51,Eddoe taros,Colocasia esculenta var. antiquorum Schott,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A11ME#F02.A0EJR,Hemidonacidae (as animal),Hemidonacidae,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Roots and other underground parts used as vegetables (as part-nature) (Roots that are usually used as vegetables (when the starch content is limited)) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-04.1 Unprocessed fruit and vegetables (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))",part: Roots and other underground parts used as vegetables (as part-nature) | legis: FA-04.1 Unprocessed fruit and vegetables,A0DPA#F01.A05JG$F02.A0ERX$F27.A0DPA$F33.A0C51,Coloured carrots varieties,Daucus carota L. subsp. sativus,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A117E#F02.A0EJR,Columbia black oyster (as animal),Crassostrea columbiensis,Huître creuse noire$Ostra negra
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0XRY#F02.A0EJV,Greenback flounder (as animal),Rhombosolea tapirina,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0J2G#F02.A0EJV,Blue lanternfish (as animal),Tarletonbeania crenularis,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live crustaceans (as part-nature) (This nature refers to live crustaceans)",part: Live crustaceans (as part-nature),A0YVH#F02.A0EJQ,Arcturides (generic) (as animal),Arcturides spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A0B1R#F02.A0EJR,Ringnes Scallop (as animal),Palliolum ringnesia W. H. Dall,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Feed-related (as part-nature) (Facet descriptor covering Feed (as part-nature)) | targcon (This facet allows recording different consumer classes intended as target for the food item. For laboratory uses when reporting analyses for feed, a list or target animals is also included. More than one descriptor can be applied to each entry, provided they are not contradicting each other.): Animal feed (Animal feed)",part: Feed-related (as part-nature) | targcon: Animal feed,A0BG9#F02.A0F0Y$F23.A07TV$F27.A0BGA,"Carob germ, expeller (feed)",,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0LNZ#F02.A0EJV,Sorubim (generic) (as animal),Sorubim spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A052V#F02.A0EJV,Blackfin tuna (as animal),Thunnus atlanticus,"Thon à nageoires noires$Atún aleta negra$Tuna, Blackfin"
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0H7K#F02.A0EJV,Bathylaco nielseni (as animal),Bathylaco nielseni,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0X3C#F02.A0EJV,Hexagrammos (generic) (as animal),Hexagrammos spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0SND#F02.A0EJV,Elongate glass-perchlet (as animal),Chanda nama,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live plants (as part-nature) (The facet descriptor refers to the entire plant including all its parts)",part: Live plants (as part-nature),A143T#F02.A0BA0,Cistus monspeliensis L. (as plant),Cistus monspeliensis L.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A11SX#F02.A0EJR,Malleidae (as animal),Malleidae,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0MHD#F02.A0EJV,Pseudomyrophis atlanticus (as animal),Pseudomyrophis atlanticus,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0XLA#F02.A0EJV,Apistus (generic) (as animal),Apistus spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0NTT#F02.A0EJV,Carapus acus (as animal),Carapus acus,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Mammals and birds meat (as part-nature) (Bulk pieces, slices or other cuts of butcher-separated carcase meat. MSM is in a dictinct category but minced meat is included here. Some specific poultry cuts have a separate definition (breast, leg, wing).) | process (This facet allows recording different characteristics of the food: preservation treatments a food item underwent, technological steps or treatments applied while producing a food item, the way a food item has been heat treated before consumption and the way a food item has been prepared for final consumption (particularly needed for consumption surveys and includes preparation (like battering or breading) as well as heat treatment steps). More (none contradicting) descriptors can be applied to each entry.): Mincing / chopping / cutting (Cutting or chopping into very small pieces (usually said for soft solids), by using one or more knives.) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-08.1 Fresh meat, excluding meat preparations as defined by Regulation (EC) N0 853/2004 (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-08.2 Meat preparations as defined by Regulation (EC) No 853/2004 (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))","part: Mammals and birds meat (as part-nature) | process: Mincing / chopping / cutting | legis: FA-08.1 Fresh meat, excluding meat preparations as defined by Regulation (EC) N0 853/2004 | legis: FA-08.2 Meat preparations as defined by Regulation (EC) No 853/2004",A04CG#F01.A056M$F02.A0BYZ$F27.A04CG$F28.A07KY$F33.A0C3M$F33.A0C3L,"Deer, minced meat",,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A084K#F02.A0EJV,Bobo mullet (as animal),Joturus pichardi,Mulet bobo$Bobo
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live crustaceans (as part-nature) (This nature refers to live crustaceans)",part: Live crustaceans (as part-nature),A0A43#F02.A0EJQ,Warty crab (as animal),Eriphia verrucosa,Crabe verruqueux$Cangrejo moruno$Crab orchard
